#melhor.pose.x;melhor.pose.y;melhor.pose.z;melhor.ypr.x;melhor.ypr.y;melhor.ypr.z;pior.pose.x;pior.pose.y;pior.pose.z;pior.ypr.x;pior.ypr.y;pior.ypr.z;media.pose.x;media.pose.y;media.pose.z;media.ypr.x;media.ypr.y;media.ypr.z;
-5.66464;59.2111;-25.3022;-0.103006;0.00600411;-0.494211;-1.24968;54.8642;6.517;0.0917751;0.0119011;-0.459318;-5.74147;57.0575;-21.6519;-0.12024;-0.0232479;-0.463336;
-2.74823;58.1479;-25.0053;-0.0993745;-0.00409796;-0.343403;-4.8304;56.5929;3.55868;-0.121584;-0.179022;-0.291322;-2.89342;56.1683;-21.6251;-0.121004;-0.02319;-0.311778;
0.321703;56.9539;-23.1308;-0.146613;-0.00248728;-0.113334;-1.76951;56.1814;4.38452;-0.120189;-0.17689;-0.123876;0.146436;55.7326;-21.369;-0.122433;-0.0215938;-0.147202;
3.53698;56.7138;-22.9501;-0.12003;0.0139139;0.0358626;1.27534;56.2409;5.23663;-0.114877;-0.177137;0.0396363;3.27153;55.8143;-20.9899;-0.126056;-0.0218274;0.00467816;
6.55421;57.2681;-32.1138;-0.171398;0.0824762;0.19465;3.07373;57.1563;2.85922;-0.0886228;-0.135396;0.176305;6.35201;56.299;-20.7565;-0.125796;-0.0220341;0.155067;
9.3826;58.2155;-32.2065;-0.183328;0.0881967;0.357583;5.71764;58.9894;3.16668;-0.0894926;-0.164975;0.389183;9.35574;57.2654;-20.3556;-0.127495;-0.020431;0.305961;
12.1031;59.79;-32.2349;-0.181621;0.0992228;0.501054;8.42006;59.9548;4.03605;-0.0802075;-0.138835;0.490219;12.2018;58.5758;-20.2313;-0.128315;-0.0176678;0.456503;
14.5367;61.7912;-32.2203;-0.174543;0.0956837;0.640099;10.8907;61.8816;4.79861;-0.0732802;-0.138287;0.644887;14.7244;60.3968;-20.3071;-0.132151;-0.0167743;0.607453;
17.8844;62.7473;-21.1999;-0.0922309;-0.00620976;0.723013;13.5883;62.9129;5.1774;-0.0705217;-0.137031;0.710684;17.1003;62.4767;-19.8168;-0.131351;-0.0188182;0.71952;
19.9162;65.0252;-20.9085;-0.0877703;0.013345;0.797563;15.6188;65.1335;5.82084;-0.0798724;-0.128591;0.800205;19.2516;64.7977;-19.6491;-0.132741;-0.0189166;0.82125;
21.7903;67.4479;-20.7185;-0.0899209;0.0242163;0.89871;16.9678;70.1862;3.01824;-0.146361;-0.111439;1.02344;21.0664;67.3005;-19.1181;-0.132074;-0.0197787;0.919798;
23.3201;70.2451;-20.4172;-0.0962637;0.014486;1.06106;18.118;72.9835;3.71628;-0.137905;-0.117371;1.18275;22.5532;69.9982;-18.5756;-0.134588;-0.0225024;1.08181;
24.1216;73.3446;-19.9503;-0.0942692;0.00148395;1.2922;19.1908;75.4953;3.46167;-0.111177;-0.0734105;1.39846;23.305;72.9844;-18.2264;-0.135489;-0.0223437;1.3021;
24.638;76.6748;-19.206;-0.0346523;0.0522125;1.5124;18.8805;78.5177;4.00236;-0.114962;-0.0577843;1.61138;23.6073;76.05;-17.7964;-0.135079;-0.0229328;1.50321;
24.3582;79.8043;-18.9471;-0.0417344;0.0410781;1.69817;18.0805;81.3743;4.52708;-0.0930237;-0.0533407;1.78592;23.3103;79.0862;-17.4423;-0.136689;-0.022633;1.70237;
24.0617;83.2599;-27.7714;-0.0436698;0.00904195;1.87624;17.1645;84.2559;5.08756;-0.0965;-0.0705403;1.9638;22.3581;82.0554;-16.9784;-0.133588;-0.023649;1.88277;
22.7409;86.0747;-27.6739;-0.0267993;0.00700441;2.05445;15.5261;86.8015;5.68463;-0.106285;-0.0746572;2.15017;20.89;84.7193;-16.6951;-0.134831;-0.0240937;2.08264;
20.5704;88.6222;-27.4342;-0.0328587;0.0268103;2.29324;13.3019;88.988;6.22674;-0.103721;-0.0752954;2.37389;18.7818;87.0261;-15.8077;-0.137162;-0.0258652;2.30276;
18.182;90.7385;-27.0451;-0.0376821;0.0160403;2.49925;10.029;90.4193;6.40842;-0.0769486;-0.0669174;2.5793;16.2897;88.8566;-15.6795;-0.133919;-0.0253349;2.50174;
15.3076;92.1475;-26.8358;-0.0390992;0.0177146;2.69336;8.04211;90.0679;-30.1317;-0.0545919;-0.0142674;2.75781;13.4937;90.0936;-15.3799;-0.137519;-0.0262785;2.70161;
12.4542;92.7446;-26.2975;-0.0354768;-0.00466287;2.88699;4.99491;90.6177;-29.8722;-0.0548874;-0.0165048;2.95863;10.3852;90.8869;-15.2218;-0.140668;-0.0246444;2.90493;
9.20308;92.931;-26.0897;-0.0209071;0.0268969;-3.17763;2.1546;90.686;-29.1478;-0.0114282;-0.0255097;-3.13609;7.28879;90.995;-14.9611;-0.147653;-0.0241674;-3.17909;
6.15226;92.5108;-25.9705;-0.0362025;0.0359035;-2.97564;-0.898642;89.8028;-30.5562;-0.102279;-0.00859613;-2.89813;4.09436;90.4807;-14.7558;-0.149971;-0.0236457;-2.97813;
2.94217;89.8319;-12.7871;-0.0880438;-0.0471022;-2.81454;-3.70836;88.4889;-30.1613;-0.101065;-0.0218445;-2.70076;1.31934;89.3781;-14.8622;-0.144896;-0.0234301;-2.7782;
0.259622;88.3116;-12.4055;-0.0841028;-0.0375835;-2.61012;-6.21037;86.6312;-29.7677;-0.103956;-0.0345523;-2.50359;-1.1564;87.7348;-13.9952;-0.135711;-0.0246701;-2.58012;
-1.90315;86.2457;-11.8508;-0.0724693;-0.0484453;-2.40492;-8.29282;84.3154;-29.4119;-0.0946845;-0.0240922;-2.29729;-3.28413;85.5717;-13.4795;-0.12873;-0.0262528;-2.38079;
-3.79541;83.8055;-11.3233;-0.0650202;-0.0446568;-2.2143;-9.97345;81.6837;-29.1181;-0.0932943;-0.0232821;-2.11148;-4.97074;83.0267;-13.0319;-0.124018;-0.0264259;-2.17957;
-5.38346;80.9829;-11.7009;-0.092864;-0.0361212;-2.02978;-6.57213;78.7202;8.65755;-0.0880668;-0.161264;-1.90267;-6.05542;80.1627;-12.3958;-0.121583;-0.0276574;-1.98111;
-6.05406;77.9745;-11.3326;-0.0874874;-0.0430641;-1.83929;-6.92395;75.8037;9.10916;-0.0950533;-0.114097;-1.70879;-6.49875;77.0673;-11.8232;-0.119847;-0.0296112;-1.78021;
-6.99297;76.0232;-14.124;-0.28375;-0.0189791;-1.61314;-6.66375;72.449;10.1503;-0.094922;-0.130058;-1.52845;-6.56348;74.0096;-11.2169;-0.118922;-0.0299535;-1.61447;
-6.41718;72.4643;-15.16;-0.352806;-0.0212874;-1.42553;-6.12937;69.3553;10.859;-0.092251;-0.13611;-1.41495;-6.45529;71.0293;-11.3108;-0.126435;-0.0265649;-1.49977;
-5.79615;69.4463;-14.8468;-0.332338;-0.0130063;-1.41914;-5.68007;66.3968;11.4406;-0.0873696;-0.128534;-1.4093;-6.18808;68.0317;-11.2809;-0.131691;-0.0248814;-1.49716;
-5.34112;66.2416;-14.7638;-0.350584;-0.0117975;-1.4375;-5.7909;63.6222;11.1492;-0.0373355;-0.115535;-1.43055;-5.89537;64.9429;-10.7033;-0.134116;-0.0252414;-1.49762;
-4.97969;63.1654;-14.4786;-0.33102;0.00121622;-1.42141;-5.37912;60.5355;11.8266;-0.0356021;-0.104195;-1.43165;-5.59692;61.9053;-10.3865;-0.129969;-0.0241723;-1.49939;
-4.84491;59.9917;-14.1142;-0.327562;0.00695208;-1.5057;-5.21092;57.4919;12.3473;-0.0333927;-0.105439;-1.52017;-5.66573;58.8489;-10.3313;-0.136416;-0.0226373;-1.58906;
-4.81972;56.7723;-13.7962;-0.322466;0.0050726;-1.60596;-5.2625;54.4357;13.0279;-0.0257149;-0.0946581;-1.62787;-5.99548;55.7823;-10.3827;-0.130793;-0.019771;-1.69319;
-5.30166;53.7484;-13.4537;-0.33254;-0.00400373;-1.71407;-5.62533;51.5057;13.6876;-0.0181136;-0.10335;-1.72384;-6.55351;52.7084;-9.86046;-0.128363;-0.0197976;-1.79323;
-5.85107;50.7621;-13.2937;-0.327877;0.00356974;-1.80009;-2.24233;48.5338;7.34695;-0.114002;-0.120532;-1.7236;-7.46254;49.8008;-9.75615;-0.132095;-0.0191895;-1.87305;
-7.10499;47.6818;-16.3798;-0.347031;0.0945035;-1.8214;-2.66816;45.5643;8.1375;-0.0989958;-0.122522;-1.71867;-8.22539;46.8363;-9.59787;-0.130116;-0.0186403;-1.87219;
-7.67834;44.6995;-16.5066;-0.347286;0.101832;-1.81478;-3.08149;42.2787;8.23394;-0.097117;-0.124348;-1.71487;-9.17449;43.9182;-9.37447;-0.131686;-0.0169856;-1.87369;
-8.32788;41.6097;-16.5246;-0.344228;0.100633;-1.83214;-4.37496;39.1434;8.16983;-0.020841;-0.0823737;-1.71542;-10.051;40.985;-8.955;-0.133715;-0.0176052;-1.87455;
-9.00985;38.5789;-16.0194;-0.339402;0.0532921;-1.80292;-5.34243;36.1171;8.95459;-0.0335959;-0.0881101;-1.76185;-10.9414;38.0239;-8.82413;-0.135894;-0.0157346;-1.87371;
-9.6397;35.6584;-15.8864;-0.335503;0.0467499;-1.80014;-8.96307;34.9917;4.51446;-0.135047;-0.153869;-1.82586;-11.8967;35.1595;-8.82746;-0.135286;-0.014569;-1.87366;
-10.3357;32.5303;-15.6213;-0.335486;0.050698;-1.79287;-12.6625;31.4965;5.48582;-0.285025;-0.112019;-1.9104;-12.8574;32.2371;-8.54971;-0.140473;-0.0143264;-1.87396;
-10.8964;29.6368;-15.7312;-0.347706;0.0550561;-1.80421;-13.7212;28.6443;6.1385;-0.271081;-0.117106;-1.92135;-13.6108;29.2529;-8.43749;-0.142982;-0.0133335;-1.87188;
-11.7202;27.215;-17.1663;-0.0301364;-0.030464;-1.82636;-14.6876;25.6667;6.72586;-0.28053;-0.120335;-1.918;-14.479;26.2927;-8.37485;-0.149601;-0.0120415;-1.87397;
-12.4398;24.1564;-16.6426;-0.0287949;-0.0359485;-1.83355;-15.5701;22.8481;7.41665;-0.290201;-0.121246;-1.90431;-15.2649;23.4034;-8.3965;-0.145423;-0.0118386;-1.87277;
-13.2575;21.1813;-16.2365;-0.029075;-0.0337907;-1.83974;-10.6141;17.9322;4.66646;-0.128629;-0.0981664;-1.78772;-16.0626;20.4113;-8.57466;-0.150972;-0.00871087;-1.87156;
-14.2723;18.2109;-15.8647;-0.0277142;-0.0479017;-1.84043;-17.3901;16.9282;8.71337;-0.288473;-0.122193;-1.91671;-16.8504;17.3974;-8.53278;-0.155245;-0.00520307;-1.86957;
-15.1374;15.1702;-15.3572;-0.0324639;-0.0454546;-1.84894;-18.2625;13.9865;9.34236;-0.300018;-0.117829;-1.89321;-17.9105;14.4907;-8.15238;-0.151362;-0.00607216;-1.8735;
-15.8275;12.2101;-14.9419;-0.0383047;-0.0343497;-1.8365;-19.0957;11.1688;10.0708;-0.29995;-0.127445;-1.91105;-18.7227;11.5074;-7.93753;-0.15497;-0.00449263;-1.87312;
-16.4466;9.2302;-14.3061;-0.0479021;-0.0621477;-1.82845;-19.9093;8.26427;10.7569;-0.299801;-0.128355;-1.90911;-19.579;8.53317;-7.6674;-0.157229;-0.00570634;-1.87327;
-17.3368;6.26965;-13.8598;-0.0471601;-0.0621985;-1.83474;-24.2231;6.16348;8.29988;0.03409;-0.0470118;-1.90931;-20.3892;5.55444;-7.5517;-0.160638;-0.00403773;-1.8721;
-18.0611;3.28158;-13.4181;-0.0321453;-0.0500772;-1.84225;-25.2817;3.45539;8.70119;0.0192073;-0.0561633;-1.9202;-21.3024;2.61957;-7.14296;-0.153518;-0.00430969;-1.87231;
-18.7885;0.193434;-12.8351;-0.0318533;-0.0367575;-1.82773;-23.9158;-2.73914;6.55435;-0.246263;-0.0573732;-1.89248;-22.3681;-0.182472;-6.59966;-0.152181;-0.00449298;-1.87232;
-19.5041;-2.79074;-12.3227;-0.0422248;-0.0524421;-1.82217;-27.9316;-1.02213;8.77591;0.0569527;-0.148338;-1.94087;-23.1626;-3.16472;-6.80921;-0.153375;-0.00208011;-1.87212;
-20.595;-5.76298;-12.4205;-0.0357081;-0.0342734;-1.83079;-29.1342;-3.83818;9.54969;0.0589115;-0.153959;-1.9329;-23.9771;-6.18746;-7.0874;-0.150923;0.00256225;-1.87178;
-21.4602;-8.8155;-11.9578;-0.0614236;-0.0305776;-1.8059;-30.2029;-6.65316;10.3588;0.0681541;-0.136049;-1.93591;-24.9503;-9.13204;-7.19791;-0.152982;0.00626901;-1.87363;
-22.1951;-11.8135;-11.4656;-0.071338;-0.0342226;-1.8127;-23.6244;-15.4456;5.61274;-0.249012;-0.0575832;-1.80485;-25.819;-12.1486;-7.61029;-0.149898;0.00890716;-1.87437;
-23.11;-14.642;-11.0801;-0.0828887;-0.0441646;-1.83102;-32.2169;-12.3164;11.739;0.0609891;-0.156694;-1.94048;-26.6806;-15.105;-7.91233;-0.15489;0.010481;-1.877;
-23.7894;-17.5056;-10.5662;-0.0123167;-0.0338794;-1.84074;-33.2172;-15.1183;12.5959;0.057707;-0.152937;-1.91664;-27.4869;-18.1528;-8.09582;-0.149993;0.00991505;-1.8749;
-24.9103;-20.5695;-10.2155;-0.00260823;-0.049394;-1.89836;-34.4474;-17.9151;13.2975;0.0446016;-0.167652;-1.96611;-28.4334;-21.0712;-7.80864;-0.153724;0.0114098;-1.9342;
-26.1155;-23.4874;-9.81084;-0.0132318;-0.0495067;-1.99924;-35.8995;-20.6907;14.0749;0.0398193;-0.164507;-2.06413;-29.6946;-23.8507;-7.84973;-0.152067;0.0124839;-2.03162;
-27.6558;-26.2347;-9.30577;-0.00822415;-0.0430052;-2.10588;-30.4058;-26.6343;8.23887;-0.304205;-0.077133;-2.13527;-31.1699;-26.5302;-7.97025;-0.149288;0.0132079;-2.12927;
-29.5607;-28.985;-9.30389;-0.0217714;-0.00875186;-2.1965;-48.0146;-23.9573;-1.26512;-0.184124;-0.00545802;-2.40773;-33.2387;-28.873;-7.85817;-0.149703;0.0122624;-2.24304;
-31.287;-30.9653;-8.58196;-0.00610827;-0.0308977;-2.30893;-50.5836;-26.1885;-1.08239;-0.195602;-0.0021239;-2.53522;-35.1513;-31.2325;-7.79959;-0.152112;0.014084;-2.33176;
-33.7839;-33.35;-8.47786;-0.00976238;-0.017353;-2.39158;-53.2638;-27.7061;-0.773698;-0.204334;0.0070526;-2.63102;-37.3101;-33.3603;-7.66394;-0.160316;0.0146238;-2.4294;
-36.227;-35.255;-8.09991;-0.00607574;-0.0106754;-2.4988;-56.0353;-28.9496;-0.508168;-0.216391;0.0152229;-2.73581;-39.9936;-34.9872;-7.19773;-0.163043;0.0131888;-2.54284;
-37.2573;-36.5846;-4.90683;-0.0545623;-0.0939571;-2.58627;-41.5252;-37.029;10.7958;-0.315318;-0.0770701;-2.62891;-42.4701;-36.6408;-7.15465;-0.168392;0.0143325;-2.63964;
-40.1735;-38.0268;-4.24725;-0.0578662;-0.0915627;-2.70405;-44.0909;-38.3658;11.3748;-0.323677;-0.0835287;-2.7305;-45.1508;-38.0008;-7.43219;-0.166375;0.0168252;-2.73907;
-43.0213;-39.0511;-3.74584;-0.0496857;-0.0914979;-2.80857;-47.0085;-39.4331;11.8379;-0.318955;-0.0863304;-2.83889;-48.1751;-38.8611;-6.58132;-0.158964;0.0143298;-2.83983;
-46.064;-39.8002;-3.22506;-0.0598382;-0.0892199;-2.91427;-49.9413;-40.2563;12.4093;-0.307161;-0.0911041;-2.93632;-51.48;-39.4165;-6.15117;-0.161377;0.0152277;-2.94201;
-49.8928;-41.1504;-4.30097;-0.139815;0.0679036;-3.03032;-52.8681;-40.7451;13.0092;-0.311918;-0.0939187;-3.03634;-54.3897;-39.8688;-6.74059;-0.161045;0.0184356;-3.04307;
-52.9719;-41.1897;-4.2824;-0.129761;0.0691449;-3.13039;-56.1922;-40.615;13.4193;-0.307081;-0.0694368;-3.13284;-57.2659;-40.0553;-6.89658;-0.158955;0.0210304;-3.14223;
-55.9716;-41.1024;-4.21939;-0.14135;0.0567316;3.06144;-72.9621;-31.927;-4.68479;-0.156552;0.0265242;2.84892;-60.4421;-39.7522;-6.76306;-0.160935;0.0228238;3.04061;
-59.2117;-40.8463;-3.8683;-0.115496;0.0582851;2.97058;-75.8863;-30.777;-4.37091;-0.121761;0.0197672;2.74336;-63.3073;-39.2748;-6.59592;-0.160971;0.0228273;2.94298;
-61.862;-40.4309;-3.86974;-0.114;0.0536453;2.87178;-78.6184;-29.2725;-4.2894;-0.12484;0.0144294;2.63053;-66.249;-38.4435;-6.29335;-0.166892;0.02189;2.83454;
-65.5434;-39.504;-4.17354;-0.19249;0.0609198;2.78488;-81.0802;-27.4128;-4.3645;-0.114345;0.0165706;2.51311;-69.043;-37.4015;-6.80194;-0.174623;0.0265133;2.73375;
-68.2469;-38.2159;-4.4309;-0.197088;0.0606457;2.67507;-74.3631;-34.2429;14.0761;-0.0562783;-0.084597;2.65494;-71.5203;-36.0719;-6.80956;-0.175144;0.0253384;2.63813;
-70.8084;-36.765;-4.21127;-0.205917;0.0441801;2.61121;-87.4266;-26.9664;-8.15931;-0.151852;0.0648423;2.42799;-73.9188;-34.4958;-7.3071;-0.171197;0.0286927;2.53929;
-73.3652;-35.0329;-4.45123;-0.210371;0.0283519;2.52252;-88.6262;-24.1614;-7.63522;-0.148553;0.011892;2.27947;-76.2897;-32.4879;-7.85232;-0.169744;0.0308859;2.43834;
-75.8081;-32.9814;-4.54401;-0.204777;0.020114;2.42595;-87.5953;-22.1644;-12.1388;-0.156329;0.0827478;2.20438;-78.1884;-30.5192;-8.26738;-0.167707;0.0321577;2.3414;
-77.6575;-30.7336;-4.38722;-0.217154;0.0341881;2.31119;-89.1368;-19.4562;-12.5526;-0.161165;0.0765069;2.11631;-79.9108;-28.2618;-8.53289;-0.160049;0.034078;2.24374;
-79.7529;-28.3492;-4.48724;-0.207091;0.0110341;2.23044;-90.2896;-16.6842;-12.6242;-0.153412;0.0853031;1.99434;-81.5152;-25.7807;-8.6155;-0.15498;0.0340492;2.14517;
-81.3477;-25.5166;-4.42763;-0.20822;0.00595325;2.15545;-91.2929;-13.8508;-12.8851;-0.152861;0.0787828;1.91213;-82.929;-23.1399;-8.49479;-0.150533;0.0324479;2.07468;
-83.0112;-23.142;-4.498;-0.200434;0.0100444;2.14014;-92.4278;-10.85;-13.0287;-0.145874;0.0769875;1.91558;-84.4638;-20.5649;-8.62031;-0.159516;0.0310379;2.07767;
-84.4833;-20.4627;-4.92874;-0.216716;0.033452;2.13146;-93.4937;-7.92171;-13.4608;-0.139008;0.0869492;1.91031;-85.977;-17.8874;-8.08197;-0.165205;0.0270315;2.0666;
-85.9978;-17.6974;-5.02361;-0.224403;0.0421102;2.03991;-94.2052;-4.92983;-13.8619;-0.141803;0.0999206;1.8064;-87.2223;-15.117;-7.88132;-0.162139;0.0283028;1.96784;
-87.138;-14.7842;-5.25475;-0.222311;0.0415505;1.93031;-94.5386;-7.06461;10.895;-0.278203;-0.101794;1.86756;-88.0467;-12.3637;-7.85018;-0.162099;0.0291706;1.87173;
-87.9268;-11.8194;-5.41365;-0.218256;0.0454981;1.81958;-95.2729;-4.02242;11.2533;-0.267844;-0.119869;1.77505;-88.5827;-9.51363;-7.70411;-0.159351;0.0276544;1.76831;
-88.6846;-8.92534;-5.51896;-0.213231;0.0486874;1.82458;-95.8374;-1.03793;11.6034;-0.256042;-0.115495;1.75654;-89.3576;-6.53673;-7.49945;-0.15623;0.0278913;1.7663;
-89.4542;-6.1122;-5.66771;-0.207575;0.0422622;1.8299;-96.4829;1.96862;11.9221;-0.257025;-0.115499;1.74435;-90.0787;-3.53028;-7.44041;-0.152965;0.0278897;1.76638;
-90.2338;-2.51691;-5.81234;-0.219587;0.0291658;1.81134;-96.9803;5.05563;12.4684;-0.266839;-0.139636;1.75897;-90.6552;-0.660382;-7.51364;-0.153545;0.0263518;1.7681;
-91.0217;0.449002;-5.90606;-0.210834;0.023769;1.81857;-97.5727;8.10959;12.9058;-0.246535;-0.133209;1.76346;-91.2931;2.33247;-8.14329;-0.155662;0.029541;1.76726;
-91.2068;3.65461;-4.76044;-0.243151;0.0170127;1.80996;-98.0716;11.1348;12.9165;-0.256146;-0.117009;1.74351;-91.9101;5.39038;-8.1451;-0.159152;0.0304934;1.76793;
-91.7079;6.76097;-4.21218;-0.252558;-0.0019462;1.77354;-98.5889;14.277;13.3761;-0.241212;-0.112963;1.72146;-92.4968;8.30956;-8.91627;-0.1593;0.0338544;1.75208;
-92.858;9.49822;-6.36749;-0.236242;0.0447909;1.69094;-98.6472;17.2973;13.7907;-0.25793;-0.114884;1.62094;-92.681;11.4036;-9.0357;-0.163871;0.0361833;1.6526;
-92.9314;12.4399;-6.25086;-0.18788;0.00651871;1.59182;-98.4494;20.3693;14.1177;-0.261975;-0.119982;1.52196;-92.6443;14.6382;-9.2578;-0.1532;0.0382571;1.55252;
-92.8436;15.4894;-6.21958;-0.175112;0.000542838;1.49674;-97.987;23.4952;14.3118;-0.272437;-0.120114;1.42311;-92.2949;17.715;-9.10722;-0.149985;0.0364369;1.45301;
-92.4249;18.5582;-6.21005;-0.179825;-0.00222455;1.40329;-97.2055;26.3996;14.3846;-0.248267;-0.105391;1.30832;-91.5272;20.746;-8.90836;-0.15095;0.0354593;1.35334;
-91.7026;21.5314;-6.15588;-0.187926;0.0035912;1.31155;-95.8959;29.0531;14.989;-0.261037;-0.111532;1.21247;-90.5318;23.4853;-8.90496;-0.146834;0.0363118;1.25734;
-90.5718;24.3361;-6.19321;-0.186901;0.00533883;1.20525;-94.4409;32.0435;15.485;-0.258267;-0.108547;1.12577;-89.2316;26.185;-8.89821;-0.141791;0.0372473;1.15933;
-89.1686;27.4226;-6.66342;-0.177039;0.0324854;1.09319;-92.864;34.4247;15.5603;-0.268599;-0.103137;0.983892;-87.6743;28.9356;-8.66953;-0.140294;0.0357475;1.04952;
-87.4164;30.5352;-5.25863;-0.147477;0.0244523;0.973962;-90.8732;36.762;15.8868;-0.272118;-0.100268;0.872302;-86.0801;31.4284;-8.41157;-0.139287;0.0345744;0.950904;
-85.4681;32.7516;-5.34547;-0.141683;0.0272816;0.884087;-88.7408;38.8804;16.271;-0.26054;-0.102472;0.774364;-84.0286;33.7327;-8.21356;-0.13992;0.0347322;0.863049;
-83.3326;35.1046;-5.47293;-0.145447;0.00200381;0.788354;-86.341;42.6372;10.8647;-0.279098;-0.035809;0.704476;-81.7347;35.9173;-8.35766;-0.138113;0.0349266;0.762965;
-80.808;37.0187;-5.53534;-0.148828;0.00309384;0.679931;-83.7531;44.3886;11.0704;-0.282071;-0.0338256;0.603459;-79.1672;37.8425;-8.60413;-0.137471;0.0349346;0.652376;
-78.1332;38.6577;-5.49638;-0.147578;-0.00499746;0.579152;-69.0315;38.8304;-39.4836;-0.180857;0.091987;0.411108;-76.5961;39.4349;-8.72347;-0.135957;0.0333127;0.553526;
-75.4164;40.1731;-5.45025;-0.143598;-0.00804453;0.492487;-73.0997;42.8375;-30.7606;-0.192477;0.108138;0.359014;-73.9498;40.7769;-8.4465;-0.135257;0.0312049;0.456167;
-72.6379;41.4803;-5.45681;-0.139751;-0.00601806;0.406275;-70.7939;44.1853;-31.9294;-0.177938;0.140734;0.286951;-71.1252;41.8324;-8.77462;-0.129095;0.0326101;0.362092;
-69.7427;42.7305;-5.32712;-0.134796;-0.0165264;0.406345;-70.9677;45.5211;-29.5483;-0.102629;0.0875353;0.266057;-68.3228;43.0342;-8.50568;-0.128748;0.032919;0.362237;
-66.8735;43.9592;-5.25687;-0.123719;-0.0180686;0.419501;-68.046;46.3588;-29.9354;-0.100338;0.0918054;0.261777;-65.5504;44.0294;-9.04245;-0.131258;0.0337706;0.366239;
-63.8021;44.9382;-5.17559;-0.138788;-0.0217324;0.359701;-65.0403;46.9599;-30.2466;-0.099048;0.0921506;0.218754;-62.7622;44.9903;-8.97796;-0.13504;0.0333591;0.331669;
-60.7893;45.6798;-5.09937;-0.142291;-0.0298349;0.243145;-59.9999;49.8205;8.85335;-0.277202;-0.0401093;0.180237;-59.8506;45.6659;-9.37335;-0.133723;0.0351269;0.226192;
-57.8949;46.0956;-5.33151;-0.183953;-0.0123698;0.138067;-56.907;50.1118;9.03533;-0.275357;-0.0378406;0.0815453;-56.6633;45.9809;-9.24817;-0.124812;0.0356127;0.128091;
-54.7882;46.172;-5.25824;-0.185066;-0.00826198;0.0317356;-53.9149;49.961;9.10141;-0.271232;-0.0447602;-0.015558;-53.494;45.9952;-9.54864;-0.120951;0.0362305;0.029884;
-51.6385;45.7821;-5.1975;-0.187146;-0.0116246;-0.0657879;-53.546;49.1733;-21.4033;-0.023405;0.0887249;-0.054977;-50.4464;45.7656;-9.99614;-0.117373;0.0370332;-0.0686668;
-48.9089;45.1336;-5.93565;-0.153552;0.027267;-0.182456;-50.4842;48.6489;-21.6653;-0.0198587;0.0874742;-0.147811;-47.423;45.2235;-9.95966;-0.120319;0.0366123;-0.169204;
-45.9123;45.1372;-6.02695;-0.158981;-0.00725605;-0.220744;-32.6218;41.6235;-1.72259;0.0758317;0.0149485;-0.387056;-44.4794;44.585;-10.049;-0.122353;0.0381677;-0.233058;
-41.5399;46.4143;-5.35032;-0.0825104;0.0747272;-0.235189;-30.0601;40.1472;-1.83412;0.0269426;0.0349624;-0.423128;-41.4598;43.9083;-10.1493;-0.123201;0.0399397;-0.233672;
-39.8693;43.7422;-5.92188;-0.18214;0.000513059;-0.205505;-27.2739;38.7661;-1.95038;0.019119;0.0468042;-0.420494;-38.5696;43.1365;-10.8408;-0.126049;0.0426118;-0.230484;
-36.8199;42.9853;-5.96868;-0.152294;0.00495417;-0.228367;-24.3913;37.5649;-2.05065;0.0156225;0.060841;-0.424109;-35.544;42.3422;-10.9312;-0.126995;0.0435998;-0.231344;
-33.7963;42.4612;-5.90229;-0.150231;-0.00127853;-0.21807;-21.5604;36.1061;-2.22471;0.0240081;0.0448007;-0.417941;-32.603;41.8053;-10.258;-0.128867;0.0420335;-0.228662;
-30.6915;41.8432;-5.83621;-0.152594;-0.000900729;-0.216925;-18.8806;35.008;-2.34673;0.0380428;0.0422787;-0.418003;-29.6366;41.1155;-10.6546;-0.131379;0.0403903;-0.228609;
-27.6298;41.1774;-5.70404;-0.166053;-0.00141189;-0.220854;-21.9352;31.7401;-54.1639;-0.135094;0.216621;-0.293699;-26.5987;40.5587;-9.78701;-0.126711;0.0365946;-0.228202;
-23.1896;40.3622;-6.14244;-0.0710739;-0.0957682;-0.216814;-19.022;30.6159;-54.7878;-0.146847;0.21068;-0.306117;-23.6191;39.8243;-10.1706;-0.132761;0.0375864;-0.229031;
-21.393;39.7455;-5.79979;-0.153595;0.00632318;-0.217484;-16.1977;29.6301;-55.3424;-0.130301;0.213768;-0.299923;-20.6342;39.2435;-9.87227;-0.133166;0.0354487;-0.224971;
-17.3532;39.0736;-5.57084;-0.0627734;-0.0847333;-0.229888;-13.2238;28.6082;-55.9992;-0.128901;0.22388;-0.304815;-17.7404;38.4986;-9.30602;-0.13781;0.0355925;-0.226412;
-14.2808;38.42;-5.32267;-0.0508761;-0.0828985;-0.233783;-10.2397;27.6077;-56.6818;-0.136604;0.232565;-0.299503;-14.7029;37.6577;-9.8169;-0.140205;0.0358245;-0.228928;
-12.1753;37.8107;-5.73199;-0.154254;0.00269088;-0.209886;-7.29408;26.6542;-57.4021;-0.131691;0.228111;-0.299876;-11.7171;36.9303;-10.1563;-0.141115;0.0387132;-0.228599;
-8.35639;37.086;-4.92419;-0.0637093;-0.0691189;-0.212677;-4.63518;25.8966;-58.7322;-0.14652;0.231165;-0.336131;-8.65826;36.1653;-10.6254;-0.14058;0.0405039;-0.229756;
